Type,Anomaly Count
Transfer to the Millennium Library Help Desk,0
Washroom Hours IR,0
Escalated Operator Standards - Yard Waste,0
Surrender Animal to Animal Services Inquiry,0
Grease Trap Inquiry or Concern,0
Southwest Transitway IR,0
Missed Front Approaches 07:00 - 19:00,0
Traffic Signal Malfunction_VOF,0
Snow Removal Front Approach_vof,0
Sanding Sidewalk/Pathway P3_vof,0
Animal Services By law Enforcement FAQ Inquiry,0
Transfer call for Bicycle Registration,0
Zoning Construction Inquiry,0
Parking Strategy Inquiry,0
Snow Removal Sidewalk_vof,0
211 Manitoba Inquiry,0
Vulnerable Seniors Transfer (TT),0
Downtown Temporary Washroom Concern,0
Board of Revision Services Inquiry,0
Sanding_VOF,0
Responsible Pet Ownership By-Law Screening,0
BSC Counter Parking Ticket Payment,0
Marriage Application VOF,0
Request for Dead Animal Pickup_VOF,0
Inspections - Property File Search Request (TT),0
Assmt Residential Info&Property Sale Quest Email,0
BSC Counter Business Tax Payment,0
Walk Up Collection Inquiry,0
Sidewalk Repairs Hazardous After Hours,0
CFPP Downtown BIZ,0
Aquatics-ExtendedFacilityClosurePassSuspension,0
Escalated Operator Standards - Recycling,0
Garden Plot Inquiries (TT),0
Zoning By-Law Payment,0
Parking Flex T2 System Inquiry,0
4R Depot Acceptable Materials Inquiry (TT),0
Doggy Dates Intake,0
Trails and Pathways IR,0
Breached Missed Collection ODS Deficiency,0
Cat License FAQ Inquiry,0
BSC Counter Ambulance Bill Payment,0
TR Lost Property Request_vof,0
Zoning Building Code Inquiries (T & T),0
Life Preserver Missing/Box Damaged,0
Renew Dog License - 311 Process Payment,0
Change Appointment Date/Additional Information,0
Culvert Maintenance Inquiry,0
Cancel Dog License (TT),0
Disconnected/Dropped Call,0
Refer CVO Animal Care Line,0
Park Maint - Playground Equipment New/Replace,0
Staff Complaint/Commendation- ByLaw Enf (TT),0
Recycling Collection Day Inquiry,0
Urgent Parking Meter Problem,0
Replacement Dog Tags Request (TT),0
Follow Up - Track Request Online Additional Info,0
Flex/Payment Down,0
CSS Careers/HR Inquiry (TT),0
Unable to Transfer Call Directly to City Employee,0
Tee Time Booking,0
Street Cleaning Program Inquiry,0
Park Maint - Tennis Courts,0
TR Lost Property Urgent (TT),0
Follow Up Call- New Info Provided,0
Bilingual Service Center Inquiry,0
Zoning Query (T & T),0
TR Peggo Register New Card,0
T.I.P.P. Inquiry,0
Transit,0
Winnipeg.ca Search Inquiry,0
Water Meters Inquiry,0
Sewer & Drainage Inquiry,0
Request for Cut/Blvd Restoration (TT),0
New Collection Day Oct. 2017 Inquiry,0
Animal Services Inquiry,0
Winnipeg Transit Plus Inquiry,0
Permits IR,0
Aquatics-Transfer to Indoor Pool (TT),0
Speak to By-Law Officer (TT),0
New Dog License - 311 Process Payment,0
Park Rental - Transfer Park Booking to Parks (TT),0
Insect Control Inquiry,0
Buffer Zone Application & Misc. Faxes (TT),0
Transfer to the Assiniboine Park Conservancy (TT),0
Frequently Called Numbers,0
Taxi Cab License Request (TT),0
Aquatics-Wading Pool Inquiry,0
Season Reservation (TT),0
Roll Out Cart Inquiry,0
CmS Other-Rates Inquiry,0
Request for a Garbage/Recycling Calendar (TT),0
Police Criminal Records Check Inquiry,0
Candidate Access Rented Res Premises Inq (TT),0
Recreation-Arena Inquiry,0
City Property Inquiry,0
Traffic Signals Malfunction Inquiry,0
Public Safety Concern (TT),0
Brady Landfill Inquiry,0
Needles on Public ROW After Hours (TT),0
Boil Advisory,0
Household Hazardous Waste Disposal Inquiry,0
Wildlife Birds and Pests FAQ Inquiry,0
Fire & Paramedic Incident Inq (TT),0
Escalated Parking Ticket Challenge Questions (TT,0
City Hall Inquiry,0
CmS Other-Inquiry During Work Stoppage,0
Tree Pruning,0
Referred From Provincial Bedbug Hotline,0
Claims Inquiry,0
New Dog License (TT),0
Weed Control Inq (TT),0
Mayors Office Inquiries (TT),0
Renew Dog License (TT),0
Payment Options Inquiry,0
Housing Programs Inquiry,0
Tree Care IR,0
Recycling FAQs Inquiry,0
Ambulance Billing Inquiry (TT),0
TR Peggo Order Status Inq,0
Follow Up Call- Complaint,0
Water Main Cleaning Program Inquiry,0
Golf Gift Certificates and Passes Inquiry,0
Libraries Inquiry,0
Water Winnipeg.ca Search Inquiry,0
Turn On Water - Install Meter (T & T),0
Recreation-Transfer to Recreation/Leisure Ctr (TT),0
Program Reg-Individualized/Specialized SwimLessons,0
Business Number Inquiry,0
Spring Clean (Streets/Sidewalks/Back Lane) Inquiry,0
Parking Strategy Feedback,0
311 Counter Rfrd Citizen to Utility Billing Phone,0
CF Accounts Payable Inq (TT),0
Sidewalk Repair P3_vof,0
PW_Streets Priority Request,0
311 Counter English Inquiry,0
CmS Other-Register When Inquiry,0
Yard Waste Inquiry,0
Transfer Call Directly to City Employee (TT),0
Peggo Pending Orders Report,0
Towing - Log Inquiry,0
BSC Counter Utility Billing Inquiry,0
Transfer to Indoor Pool ( T & T),0
Fire Paramedics Inquiry,0
Other District/Unit/Div/Inq (TT),0
Bus Fares Inquiry,0
Traffic Control Inquiry,0
MB Hydro Call Tracker IR,0
Peggo General Inquiry,0
Program Reg - Process a Registration,0
Misc Transit Inq,0
Follow Up Call- SLA not breached,0
Police Telephone Contacts Inquiry,0
Feedback Report Inquiry,0
Refuse Collection Day Inquiry,0
TR Peggo Create New Account,0
Non-City Services Inquiry,0
Water Billing Inquiry (T & T),0
Water Inquiry,0
Golf Inquiry,0
Assessment & Tax Inquiry,0
Aquatics Indoor Pool Schedule Inquiry,0
Parks & Forestry Inquiry,0
Street Maintenance Inquiry,0
Parking Ticket Payment,0
Locate a Person in the Library (T&T),0
Garbage Inquiry,0
"Zoning, Permits or Inspections Inquiry",0
BSC Counter Utility Billing Payment,0
Missed ODS Collection Deficiency,0
Flex T2 Inquiry,0
Park Rental - Off Season Rental (TT),0
Follow up- SLA breached,0
Zoning Permit Query (T & T),0
Garbage & Recycling Inquiry,0
Major Annual Event Booking (TT),0
Aquatics-Indoor Pool Inquiry,0
Transit Misc  Inquiry,0
Buffer Zone Application Submission_VOF,0
By law Enforcemment FAQ Inquiry,0
Preview Program - Create/Change/Cancel Appointment,0
Traffic Signal Malfunction (TT),0
Speak to By-law Officer (TT),0
PLU - Business Improvement Zone (TT),0
311 Counter Utility Billing Payment,0
Transferred for Street Maintenance Towing Inquiry,0
Artificial Christmas Tree Escalated Inquiry,0
Twitter Interaction,0
Sanding Request Priority 1AT Pathway/Trail After,0
TR Peggo Load Card with Fare Products,0
Sidewalk Repair_VOF,0
Transfer to Zoning for a Permit Query,0
Police Inquiry,0
Sump Pump Discharge - Hazardous,0
Traffic Calming Request Non P1,0
311 Counter Mail Drop Off/Copy Information,0
PLU - Unauthorized Work on Riverbanks,0
Snow Information Hub Website Inquiry,0
Traffic Light Timing Mode Change,0
Water Inquiry Request,0
Garbage That Requires Special Handling Inquiry,0
Streets Know Your Zone Inquiry,0
General Assessment FAQs Inquiry,0
Transferred to Indoor Pool,0
Ambulance Billing Inquiry,0
Animal Services General Inquiry,0
By Law Enforcement Inquiry,0
Non-City Related Phone Number Request,0
Aquatics-Outdoor Pool Inquiry,0
PA Winnipeg.ca Search Inquiry,0
WINNpass Program Inquiry,0
Towing Inquiries (TT),0
Water Quality Odour - Emergency Regular Hours,0
TMC Camera Request,0
311 Counter Realty Tax Payment,0
Bus Schedule Inquiry,0
Parking Authority Inquiry,0
River Pollution / Outfalls (scada),0
CmS Other-Process a Registration,0
311 Counter Ambulance Bill Payment,0
Lifting of Restrictions (TT),0
Sewer Main Cleaning Inquiry,0
Snow Removal Windrow Inquiry,0
Zoning Permit/Plan Search,0
Employee Verification (TT),0
HT Trip Booking,0
Zoning Mediation Services Inquiry (TT),0
Water Toilet Replacement Inquiry,0
Follow Up Call- Tracking Error,0
Parks & Forestry General Inquiry,0
Private Approach Inquiry,0
Zoning Permit/Plan Search (T & T),0
CmS Other-Winnipeg.ca Search Inquiry,0
Shelf Check - English (TT),0
"Athletic Field Maint - Damage, Mowing Needed",0
Liens-Refer to Contractor/Collections Agency,0
311 Counter Animal License Payment,0
Zoning By-Law Complaint - Vehicle (T & T),0
Non Emergency Transfers by Ambulance (TT),0
TP Trip Bookings/Information/Inquiries (TT),0
311 Counter Parking Ticket Payment,0
Operating Without Business License Complaint (TT),0
Recreation R&L Centre Schedule Inquiry,0
Police Winnipeg.ca Search Inquiry,0
Exotic/Non-Native Animal RAL,0
Assist Police or Fire,0
Registration - Outdoor/Wading Pool,0
Aquatics-Spray Pad Inquiry,0
Program Reg-NSF/CreditCards/Chargebacks (T & T),0
Recreation-CorporateEmployeeWellnessProgramInq,0
TR Peggo Password Inq,0
Recreation-Casual Ice Rental SR,0
TP Complaints & Commendations (TT),0
Election - Worker Call Out - Not Interested,0
Flood General/Technical Inquiry,0
Ditch Overflowing Priority 1 After,0
Trap Rentals FAQ Inquiry,0
Frozen Pipe At Risk Meter Reading- Utility Billing,0
Lost Property (TT),0
Zoning Documentation For Permits (T & T),0
Telephone Notification Request (TT,0
TR Peggo Update/Change Profile,0
EAB Inspection/Removal Req,0
Turn On Water - SprinklerRepairsComplete,0
Storm Retention Basin Information Request Concerns,0
IT Service Request (T & T),0
Street Snow Removal Inquiry,0
Park Maint - Planter or Hanging Baskets,0
Request for Bulk Pick Up - Flood Related Items,0
Zoning Impact Fee Inquiry (TT),0
Renew Cat License (TT),0
Graffiti Service Inquiry,0
Recycling Depot Inquiry,0
Park Rentals IR,0
COVID-19 Inquiries,0
Click Before You Dig Referral (TT),0
Residential Food Waste Pilot (RFW) IR,0
Election Inquiry,0
Zoning By-Law Complaint - Fence,0
What is Zoning Inquiry,0
Tree Roots Inquiry,0
Conservatory Education Programs (Not In Class)(TT),0
Aquatics Outdoor Pool Schedule Inquiry,0
Turn Off Water For Non Payment Complaint,0
Park Rental - Athletic Field Rental (TT),0
Cancel Large Appliance Pick Up,0
10 Digit Dialing Inquiry,0
Lane Concern Downtown Square,0
Volunteer Services for Community Services  (T & T),0
Temp Food Service Establishment Req (TT),0
Park Maint - Skating Rinks,0
Towing Missing Car (TT),0
Pothole Apr 1 Priority 3 After,0
Ditch Overflowing Priority 2 After,0
Recreation - Ice Rental Inquiries,0
Turn Off Water - Remove Meter ( T & T),0
Insect Presentation Request,0
Book a Tournament (TT),0
Water Quality FAQ Inquiry,0
Overnight Parking Ban Info,0
Southwest Transitway Phase 2 IR,0
Raffle License request (TT),0
Recycling Inquiry,0
PLU - Business Improvement Zone,0
Parks/Blvds - Needles or Sharps after hours (TT),0
Zoning By-Law Complaint - Home Based Business (TT),0
Other Animals Running at Large,0
Transfer to Zoo Office (TT),0
Other Dog License Req English (TT),0
H1N1 Inquiry,0
Election - Worker Call Out - Call Complete,0
Green Manitoba Inquiry,0
311 Counter Assessment & Taxation Inquiry,0
Impaired Driving Countermeasures Info (TT),0
Careers/HR Inquiry,0
311 Counter Transit Fare Product Purchase,0
CMS Other - Account Maintenance,0
TR Peggo Report Card Lost/Found,0
Discoloured Water Report Inquiry,0
Transfer to Outdoor Pool (T & T),0
Skywalk Concerns (TT),0
City Administration Inquiry,0
2010 Election Inquiry,0
Voters List Inquiry,0
Recreation-Fitness/Leisure Centre Inquiry,0
Request to Rent a BFI Bin (T & T),0
Business License Application Req (TT),0
Winnipeg.ca Search,0
Tax FAQs Inquiry,0
Recreation-Process a Casual Ice Booking,0
Boulevard Cleaning/Excessive Sand Inquiry,0
TR EcoPass Sales/Information (TT),0
Sandbags for Overland Flooding Inquiry,0
Traffic Signal Malfunction Referred to 911,0
Waste Disposal Special or Hazardous,0
TR Peggo View Products on Card,0
Vehicles for Hire Inquiry,0
iView Use of Map Themes,0
Hours and Locations Inquiry,0
Program Reg - Process a Casual Ice Booking,0
Program Reg-Aquatic General Inquiries,0
AS Winnipeg.ca Search  Inquiry,0
Temporary Signs inquiry,0
Lost & Found Inquiry,0
Neighbourhood Liveability By-Law Payment,0
Councillor Vandal Inquiries (TT),0
Transfer to Provincial Health (TT),0
Bulky Waste Collection Inquiry,0
Check for Water Leak - Gushing AfterHours,0
Financial Assistance Prog IR,0
Reference Documents Inquiry,0
Water  Boil Advisory Inquiry DO NOT USE,0
Board of Revision Services (TT,0
Active Transportation Inquiries (TT),0
Tree Root Claim Inquiry,0
BSC 311 Counter English Inquiries,0
Contract/Strike/Union Inq,0
AT Winnipeg.ca Search Inquiry,0
BEO and PHI Employment Inquiries (TT),0
Park Rental - Park Booking with Requirements (TT),0
Transfer to Recreation or Leisure Centre (T & T),0
Facebook Interaction,0
Park Police Matters (TT),0
Request for Lane Marking (TT),0
Zoning Permit Status (T & T),0
Water Door to Door Testing,0
Dog License FAQ Inquiry,0
PD Phone Contacts Inquiry,0
Storm Retention Basin Fountain Concerns,0
Canada Post Work Stoppage City Services Inquiry,0
Follow Up Call- No Water / Frozen Pipes,0
Disaster Emergency Information Inq,0
Renew Cat License - 311 Process Payment,0
Escalated Street Sign Inquiries (TT),0
Where Do I Vote Inquiries,0
Police Alarm Permits FAQs Inquiry,0
Zoning Construction Inquiry (T & T),0
CF Materials Managment Inq (TT),0
Graffiti - Request for a Sign (TT),0
Yard Waste Collection Program Inquiry,0
Street Permit Inquiry,0
Streets Know Your Zone App Inquiry,0
Peggo Follow Up,0
CAO General Inq (TT),0
Park Locations IR,0
Cemeteries Inquiry,0
Aquatics-Registration Exception Request,0
TR Bus Stop Area/Bus Stop Snow Related,0
Frozen Catch Basin Priority 1 After,0
Collections-Refer to Contractor/Collections Agency,0
Street Litter Container Request IR,0
Over Dimension/Weight Truck Information (TT),0
Zoning Memorandum Request (T & T),0
Water Meter Multiple Meter Request (T & T),0
Rapid Transit Reference Documents Inquiry,0
Bicycle Registration Inquiry (TT),0
Adoption FAQs Inquiry,0
Business/Property Assessment Inspection Request,0
Rec Services-Report Card Lookup,0
Info Incorrect on Map-Multi-Family,0
Cancel Scheduled Permit Inspection,0
Curb Repair P3_vof,0
Snow Removal around Fire Hydrant P3,0
Speak with a Fire Inspector Request,0
Transferrred to Business Licenses re Complaint,0
Parking Authority Collections Escalated Inquiry,0
Peggo Create New Account,0
Ditch Overflowing Priority 3 After,0
Peggo Order History Inquiry,0
Transferred to the Living Prairie Museum,0
Community Gardens Inquiry (Take & Transfer),0
Transfered to Councillor Schreyer Office,0
Rec Services Refund Exception Request,0
Parking Meter Removal Inquiry,0
Sanding Request Sidewalk P3,0
Community Fire Prevention Program - West End BIZ,0
4R Depot Small Commercial IR,0
Transfer  Urban Planning BusinessImprovementZone,0
Graffiti Hate/Threat Message_vof,0
Brady Road Landfill Odour Concerns,0
Standing Water Inspection Request_VOF,0
Forestry Tree Fallen - Hazardous_vof,0
Vehicle for Hire General Report,0
CmS Other-Recreation & Leisure Inquiry,0
Transferred for Water Contractor Information,0
Leisure Guide -Transfer to Waitlist Course SR,0
Engineering Miscellaneous Concern,0
Fence Too Short for Dog,0
Snow Removal Request Front Approach After Hours,0
Gravel Lane Maintenance_vof,0
Solid Waste Arson Prevention Initiative Prog Inq.,0
Dog or Cat Biting_vof,0
Paved Road Repair NonHazard Priority 2_vof,0
French Service Not Available Concern BSC English,0
Snow Removal High Pile at Intersection P3,0
Spring Sidewalk Sweeping Report Priority 1,0
Transferrred to City Hall Lost Property,0
Former Kapyong Barracks - Re-develpment Info,0
Tree Damaged by Vehicle/Plow/Vandalism,0
Employee Benefits Program Inquiry (Take&Transfer),0
Last Years Fogging History (Take & Transfer),0
Park Building Maintenance,0
Boulevard Repair Request,0
Know Your Zone App Inquiry,0
311 Counter Cancel Inquiry,0
School Roadway Parking Congestion Concern,0
Animal Services Volunteer Information Sessions,0
Transfer to Zoning to report a Complaints/Commend,0
Valve Box - Locate,0
How are my Business Taxes Calculated,0
Peggo Buy a Card,0
Indigenous Divisions Inquiry,0
Wasp Nest Removal_vof,0
"Athletic Field Maintenance (Damage, Mowing)",0
Transferred to the On Demand Trip Line,0
Peggo Order Not Fulfilled Report,0
Animal Services Advisory Notice Update,0
Request City Collection for Garbage,0
CmS Other-Gift Card Requests,0
Income & Expense Extension,0
Toboggan Slides Inquiry,0
Miscellaneous Capital Projects Inquiry,0
Snow Removal Request Sidewalk After Hours P3,0
Boulevard Mowing By-Law Review Request,0
Missing Person Report to Transit refer to Police,0
Careers Winnipeg.ca Search,0
Hazardous Road Conditions Report P1,0
City Administration Newcomer Information Inquiry,0
Shoot For The Green Token Assistance (TT),0
SW Transitway Bus Stop Maintenance,0
Supervisor Alert for Cart Deliveries,0
Graffiti Private Property_vof,0
Snow Removal around Bus Stop,0
Transfered for EcoPass Sales/Information,0
Water By-Law Screeening,0
Land Development - Letter of Credit,0
Mosquito Complaint_vof,0
Board of Revision Inquiry,0
311 Counter Local Improvements Payment,0
Needles/Sharps in Park Report After Hours,0
Dog Parks Inquiry,0
Sanding Request Street P3,0
Street Maintenance Policy Concerns,0
Golf Course Maintenance Request (TT),0
Debris In Street Report P1,0
Rec Services-Account Balance Inquiry,0
Rec Services-ExtendedFacilityClosurePassSuspension,0
Street Maintenance Staff Concern,0
Entice or Tease Animal,0
Brush Pick Up in Park Request,0
Sanding Request Sidewalk P2,0
Transit Plus Concern/Commendation (Take&Transfer),0
Sanding Request Sidewalk Priority 3,0
Housing Complaint - Yard and Accessory Bldg_vof,0
Community Fire Prevention Program - Downtown BIZ,0
Transferred for Needles/Sharps in Park Aft. Hrs.,0
Frozen Catch Basin_VOF,0
Snow Removal Request Street P1,0
"Referred to Liquor, Gaming & Cannabis Authority",0
Transferred to Fire Permits,0
Weed Control Inquiry (Take & Transfer),0
Rec Services  Refund Exception Request,0
TR Peggo Blank Card Sold Report_vof,0
Transferred to Councillor Wyatt Office,0
Graffiti City Facilities_vof,0
Transferred to Fire Permits-Low & High Hazards,0
Snow Removal Request Sidewalk P2,0
Sale/Lease Inquiries for City Property,0
Fallen Boulevard Tree Report (Non Hazardous),0
Rec Services-ActiveLiving/Refund/Suspension Inq,0
Rec Services-Facility Weightroom Complaint,0
City Clerks-Info on Agendas Meetings or Decisions,0
Graffiti Removal Request - Business Property,0
EAB Inspection/Removal Req_vof,0
Recreation-ActiveLiving/Refund/Suspension Inquiry,0
A & O Vulnerable Seniors Assistance Request,0
Ditch Overflowing Report P2,0
Dog Pursue_vof,0
Inquiry for Transit Video Surveillance,0
Sanding Request Priority 1AT Pathway/Trail Reg,0
Storm Retention Basin Odour Concerns,0
Mobile Vendor Permit Esc. Inq,0
TR_Southwest AT Trail Snow Maint,0
Aquatic Report Card Inquiries,0
Hydrant Painting Required,0
Carts Damaged By Collection Crews RECYCLYING 360L,0
Sanding Request Sidewalk P1,0
Transit Plus Concern/Commendation Inq,0
Roll Out Cart Delivery - Not Enough Carts,0
Snow Removal Bus Stop Area_vof,0
TR Master Plan Feedback/Opinion,0
Claim Form Email forwarded to Risk Management,0
Sidewalk Repair Request P2,0
Transfered to 911 re Problems with 911's Phone,0
TR Bus Stop Area/Bus Stop_vof,0
City Facilities Naloxone Administration FAQs.,0
New Dog License Payment,0
Responsible Pet Ownership ByLaw Infraction Payment,0
Rec Services-Child/Youth Free Drop-In Programs,0
Park Maint - Broken Glass After,0
Housing Complaint - Exterior of Building_vof,0
Peggo Card Miscellaneous Concern/Bad Listed,0
Materials Management Inquiry (Take & Transfer),0
Snow Removal Accessibility Clearing Request,0
Income & Expense Mailer,0
Rec Services-Program Complaint,0
Needles/Sharps in Park Report,0
Hazardous Road Conditions Report P2,0
Enhanced Bike Lanes Feedback/Comments,0
Curb Repair Request P2,0
Contractor/Social Services Parking Permit Inquiry,0
Street Maintenance Commendation,0
Follow Up Call- No Tracking Error,0
Councillor Gillingham Inquiries (TT),0
Election General Inquiry,0
Pet Photos with Santa Event Registration,0
Park Tree Pruning Risk of Injury,0
Broken Glass in Park Report,0
Rec Services-Extended Closure Pass Suspension,0
Residential Permit Rebate Request,0
Transferred to Diabetes line for Clothes Bin Inq,0
Rec Services Course Errors/Inaccuracies,0
Parking Reference Documents Inquiry,0
Peggo Monetary Balance Discrepancy Inquiry,0
Stadium Event Zone Lifting of Restriction Request,0
Tree Stump Removal Request,0
French Service Not Available Concern BSC French,0
Found Licensed Cat,0
Transferred to Park Booking - General Inq.,0
Rec Services-Subsidy Participant Withdrawals,0
Lot Grading Inquiry,0
Rec Services-CorporateEmployeeWellnessProgramInq,0
Lighting in Park Maintenance Request,0
Residential Driveways/Approaches Inquiry,0
Trip Bookings/Trip Times/Payments/Book Assessment,0
Inspections - Unsafe Bldg/Property Complaint_vof,0
Knock Down Rink Lighting,0
Traffic Signals Installation Request P1,0
Water Meter Returns (TT),0
Summer Street Sweeping Request P3,0
Community Relations Bus Request,0
Aquatics-Drop In Program Complaint/Inquiry,0
TMC Waze Inquiry,0
Electronic Speed Sign Inquiry,0
Zoning By-Law Complaint - Property Encroachments,0
Snow Removal High Piles_vof,0
Transferred for Environmental Notices/Orders Inq,0
SAFE Assiniboia Req,0
PLU - Heritage/Historical Bldg.Complaint/Inquiry,0
French Service Not Available Concern - French,0
City Facility Safety/Security Concern,0
Electric Vehicle Charging IR,0
Ambulance Billing Request Document,0
Agency Requesting Animal Services Assistance,0
Boulevard Mowing By-Law Review Req,0
Elm Bark Beetle Control Treatment Inquiry,0
Traffic Management Center Camera Footage Request,0
Libraries-Comments Commendations Complaints-Mill,0
Park Rental Concern/Commendation/Refund,0
Park Fence Maintenance Request,0
Storm Retention Basin High Water Concerns,0
Transfered to Councillor Klein  Office,0
Transfer to Urban Planning & Design- Plan Winnipeg,0
Rec Services Relay Instructions to Supervisor,0
Transferred to WPS to File a Missing Person Report,0
Secondary Suites Inquiry IR,0
Illegal Chemical Disposal To Sewer,0
Doggy Dates Request,0
Transferred for a Record Search Under Water By-law,0
Doggy Days of Summer Event Registration,0
Emergency Chemical and Fuel Spill to Sewer,0
French Twitter Interaction,0
Mobile Vendor Permit Inq,0
Excessive Sanding Reports,0
Missing Vehicle Report Follow Up (Take & Transfer),0
Dutch Elm Disease Removal Escalated Inquiry,0
Contolled Burn Inquiry/Report,0
Wildlife Reports,0
Spring Street Sweeping Request P2,0
Transferred for an Adopt a Rink Inquiry,0
Traffic Calming Request P2/P3,0
"City Arena (indoor, non-ice) Rental",0
Vehicle for Hire Criminal Act Reports,0
LBE Short Term Rental Accommodation Inquiry,0
PLU - Speak to District Planner,0
Request For Meter Permit Esc Information,0
Transferred to CAO re Brand Management Inquiry,0
Equity & Diversity Inquiry (Take & Transfer),0
Peggo Opinion/Feedback,0
Hate Graffit - Refer to Police Non-Emergency,0
Frozen Catch Basin Report P2,0
Doing Business in Winnipeg By-Law Payment,0
Indigenous Relations Miscellaneous Inquiry,0
Spring Sidewalk Sweeping Request P1,0
Curb Repair Request P1,0
Aquatics-Facility Unexpectedly Closed (City),0
Snow Removal High Pile at Intersection P1,0
Elm Ash Borer Inspection/Removal Request,0
Recreation Services Department - Staff Complaint,0
Parking Contravention Photo Request,0
Forestry Complaints and Commendations_vof,0
Housing Complaint - Vacant or Derelict Bldg_vof,0
Voters List Escalated Inquiries,0
Transferred for an Athletic Field Rental,0
Boulevard Tree Pruning - General Non Hazardous,0
Storm Retention Basin Beaver Muskrat Concerns,0
Wildlife During Op Hours,0
Transferred call to Bylaw re Employment Inq.,0
French Facebook Interaction,0
Weed Spraying Request,0
Registration - Pan Am Pool - Track,0
Transit Priority and Courtesy Seating Concerns,0
Traffic Signals Installation Request P2/P3,0
Commercial Animal Reporting,0
Dog or Cat Defecating_vof,0
Diabetes Clothes Bins (TT),0
Snow Removal Active Transportation Path/Trail P1,0
Transfered to Councillor Gillingham's Office,0
Anti-Racism Week Inquiry,0
Forestry Brush Pickup-Pruning or Storm Damage_vof,0
City Facility Closed,0
Needles on Public Right of Way Report,0
Install or Remove Street Lighting Request,0
Transfered to Councillor Nason Office,0
Paved Back Lane Repair_vof,0
Recycling Material Recovery Facility Tours (TT),0
Paved Road Repair Request Hazardous,0
Parks Washroom Hours Inquiry,0
Transferred c all to the Mayors Office,0
Sidewalk Repair Request P1,0
Downtown Residential Development Grant Program(TT),0
Inspections - Electrical Unsafe_vof,0
CAO Brand Management Inquiries (TT),0
Sanding Request AT Pathway Priority 1,0
Snow Removal Request Sidewalk P3,0
Geomatics - Land Survey/Property Boundary Requests,0
FIPPA Inquiries or Document Mailing,0
Park Rental Off Season Request (Take & Transfer),0
EcoPass Sales/Information (Take & Transfer),0
City Employees T4-Earnings (Take & Transfer),0
Fire Inspection Billing Inquiry,0
Rec Services-Course Errors/Inaccuracies,0
Frozen Catch Basin P2_vof,0
Casual Ice Rental Service Request,0
Parks Asset Map Concern,0
Candidate Running for Election Information (TT),0
Recreation-ExtendedFacilityClosurePassSuspension,0
Transferred Street Maintenance Safety Concern,0
Paved Road Repair Request P2,0
Rec Services  Registration Exception Request,0
Transferred call to the Mayors Office,0
Councillor Klein (TT),0
Sanding Request Street P1,0
Tree Sick or Dead_vof,0
Snow Removal Request Front Approach,0
Libraries-Comments Commendations Complaint-English,0
Snow Removal High Pile at Intersection P2,0
Forestry Pruning Risk of Injury_vof,0
Carts Damaged By Collection Crews RECYCLING 360L,0
PW Use Only: Tree Removal Request,0
Additional Inquiry for a Contractor Concern,0
Parking System (Flex)/Payment System Down,0
Adoption Overcharge Refund Inq,0
COW Employee Lot Parking Infraction Report,0
Snow Plow Curb Damage Follow-up,0
Pothole_vof,0
Transferred for Leisure Guide Advertise/Distribute,0
Rentention Pond Inquiry,0
Indigenous Relations Misc. Inq,0
Winnipeg Building By-Law Payment,0
Winnipeg Building By-Law Screening,0
Buffer Zone Application/MiscellaneousFax Processed,0
PlaygroundEquipmentMaintenance HazardousAfterHours,0
Request to Speak at Committee Meeting,0
Request to Investigate Loose Garbage in a Lane,0
E-business Word Issue,0
Fireworks-High Hazard/Pyrotechnic Permit(Transfer),0
Inspections - Work Without Permit_vof,0
Dog Barking Complaint_vof,0
Film & Special Events Inquiry,0
Fire Prevention By-Law Payment,0
Transit Strike/Contract Inq,0
Street Maintenance Safety Concern (Take&Transfer),0
Public Transit By-Law Payment,0
Needles - Private Property - Info Provided,0
Traffic Signal Malfunction Estimated Time Request,0
Curb Repair Hazardous After Hours P1,0
CSS Newcomer Information Assistance,0
UrbanPlanning&Design-Future Plans-Existing Park,0
Transfer to Water Emergercy re No Water in Hos/Lab,0
Cancel Surplus Waste Pick Up,0
Transit Work Bus Inquiry,0
Skunk Sighting Report,0
Transferred to Councillor Chambers Office,0
TR Peggo Order History Inquiry,0
Transit Video Surveillance Request (Take&Transfer),0
Escalated Voters Notice Inquiry,0
Zoning Memorandum Request,0
TR_Southwest Transitway Complaint/Commend/Feedback,0
Forwarded Email to Cemeteries,0
Graffiti Public Property_VOF,0
Transferred Street Maintenance Missing Vehicle Inq,0
Rec Services Program Complaint,0
Avian Flu Tip Line (TT),0
Transfer to Engineering-Sewer RenewalNon Emerg Inq,0
SAFE Smoke Alarm Request (City Centre),0
Lane Widening Request,0
CmS Other-Gift Card Inquiries,0
Transferred to Zoning for Urban Bee Keeping Inq,0
Ambulance Billing Feedback/Complaint,0
Winnipeg’s Climate Action Plan,0
Sanding Request Sidewalk Priority 2,0
Sump Pump Discharge - Neighbours,0
Community Relations Bus Request (Take & Transfer),0
Escalated Information Change to ByLaw,0
MHRP (Minimum Home Repair Program),0
Transferred to Fire & Paramedic-Incident Inquiry,0
Transfer to Libraries Comments/Commendations/Compl,0
Parking Authority General Concern,0
Aquatics-Group Pool Reservations-Under 9,0
Aggressive Cat Report,0
Rec Services Registration Exception Request,0
Street Blocked by Snow After Hours Report,0
Dog/Cat/Other Pet Running at Large_vof,0
Street Sign Install Remove P2/P3,0
DED Service IR,0
Permit Lookup/Inquiry,0
Paystation Refund Requests,0
